Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearBuilt,YearRemodAdd,Foundation,BsmtExposure,TotalBsmtSF,Heating,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
710,RL,NA,7162,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1966,1966,PConc,No,876,GasA,Y,SBrkr,904,0,0,1,0,3,1,6,Typ,0,Attchd,1966,1,408,Y,0,0,0,0,0,0,NA,0,12,2008,WD,Abnorml,109900
711,RL,56,4130,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1935,2003,CBlock,No,270,GasA,Y,SBrkr,729,0,0,1,0,2,1,5,Maj2,0,NA,NA,0,0,N,0,0,0,0,0,0,NA,0,7,2008,WD,Normal,52000
712,C (all),66,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,1900,1950,Stone,Mn,859,GasA,Y,SBrkr,1178,0,0,1,0,2,1,7,Typ,0,Detchd,1964,1,384,N,68,0,98,0,0,0,NA,0,1,2010,WD,Abnorml,102776
713,RL,40,4671,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,1988,1989,PConc,Mn,1228,GasA,Y,SBrkr,1228,1,0,2,0,2,1,5,Typ,1,Attchd,1988,2,472,Y,168,120,0,0,0,0,NA,0,10,2008,WD,Normal,189000
714,RL,60,9873,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,1970,1970,CBlock,Av,960,GasW,N,SBrkr,960,1,0,1,0,3,1,6,Typ,0,Detchd,1970,2,576,Y,0,288,0,0,0,0,NA,0,5,2006,WD,Normal,129000
715,RL,NA,13517,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,1976,2005,CBlock,No,725,GasA,Y,SBrkr,1479,0,0,2,1,3,1,6,Typ,0,Attchd,1976,2,475,Y,0,44,0,0,0,0,NA,0,3,2010,WD,Normal,130500
716,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1974,1974,CBlock,No,1064,GasA,Y,SBrkr,1350,0,0,2,0,3,1,7,Typ,1,Attchd,1974,2,478,Y,0,0,0,0,0,0,NA,0,8,2009,WD,Normal,165000
717,RM,60,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,1890,1998,BrkTil,No,718,GasA,Y,SBrkr,2554,0,0,1,1,3,1,8,Typ,0,Detchd,1996,2,704,P,0,48,143,0,0,0,NA,0,7,2007,WD,Normal,159500
718,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1973,2000,CBlock,No,1176,GasA,Y,SBrkr,1178,0,1,1,1,3,1,5,Typ,1,Attchd,1973,2,439,Y,224,0,0,0,0,0,NA,0,11,2008,WD,Normal,157000
719,RL,96,10542,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1993,1994,PConc,Gd,1311,GasA,Y,SBrkr,2418,1,0,2,1,3,1,9,Typ,1,Attchd,1993,3,983,Y,250,154,216,0,0,0,NA,0,8,2008,WD,Normal,341000
720,RL,69,9920,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1969,1969,CBlock,Gd,971,GasA,Y,SBrkr,971,0,0,1,1,3,1,5,Typ,1,Attchd,1969,1,300,Y,0,0,0,0,0,0,NA,0,5,2006,WD,Normal,128500
721,RL,NA,6563,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,1985,1985,PConc,Gd,1742,GasA,Y,SBrkr,1742,1,0,2,0,2,1,5,Typ,1,Attchd,1985,2,564,Y,114,28,234,0,0,0,NA,0,12,2006,WD,Normal,275000
722,RM,NA,4426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,2004,2004,PConc,Av,848,GasA,Y,SBrkr,848,1,0,1,0,1,1,3,Typ,0,Attchd,2004,2,420,Y,160,0,0,0,0,0,NA,0,5,2010,WD,Normal,143000
723,RL,70,8120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1970,1970,CBlock,No,864,GasA,Y,SBrkr,864,0,0,1,0,3,1,5,Typ,0,Detchd,1994,2,463,Y,0,0,0,0,0,0,NA,0,7,2009,WD,Normal,124500
724,RL,60,8172,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1954,1972,PConc,No,941,GasA,Y,SBrkr,1470,0,0,2,0,4,1,7,Typ,0,Detchd,1958,1,548,Y,0,0,0,0,156,0,NA,0,5,2008,WD,Normal,135000
725,RL,86,13286,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,2007,2008,PConc,No,1698,GasA,Y,SBrkr,1698,1,0,2,0,3,1,8,Typ,1,Attchd,2007,3,768,Y,327,64,0,0,0,0,NA,0,2,2009,WD,Normal,320000
726,RL,60,6960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1970,1970,CBlock,No,864,GasA,Y,SBrkr,864,0,0,1,0,3,1,5,Typ,0,Detchd,1989,2,660,Y,96,0,0,0,0,0,Shed,500,11,2009,WD,Normal,120500
727,RL,NA,21695,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1988,2007,CBlock,No,880,GasA,Y,SBrkr,1680,1,0,2,0,3,1,5,Typ,1,Attchd,1988,2,540,Y,292,44,0,182,0,0,NA,0,12,2009,WD,Normal,222000
728,RL,64,7314,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2007,2007,PConc,Av,1232,GasA,Y,SBrkr,1232,1,0,2,0,2,1,6,Typ,0,Attchd,2007,2,632,Y,132,0,0,0,0,0,NA,0,2,2009,WD,Normal,194500
729,RL,85,11475,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,1958,1958,CBlock,No,1584,GasA,Y,SBrkr,1776,1,0,2,0,4,2,9,Typ,0,Detchd,1968,3,888,Y,0,25,0,0,0,0,NA,0,7,2009,COD,Abnorml,110000
730,RM,52,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,1925,1950,CBlock,No,780,GasA,Y,FuseA,1208,0,0,1,0,2,1,5,Typ,0,Detchd,1962,2,539,Y,0,23,112,0,0,0,NA,0,1,2009,WD,Normal,103000
731,RL,39,5389,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,1995,1996,PConc,No,1595,GasA,Y,SBrkr,1616,1,0,2,0,2,1,5,Typ,1,Attchd,1995,2,608,Y,237,152,0,0,0,0,NA,0,3,2010,WD,Normal,236500
732,RL,73,9590,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,2003,2003,PConc,Av,868,GasA,Y,SBrkr,1146,1,0,2,0,3,1,6,Typ,1,Attchd,2003,2,438,Y,160,22,0,0,0,0,NA,0,5,2007,WD,Normal,187500
733,RL,75,11404,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1998,1999,PConc,Av,1153,GasA,Y,SBrkr,2031,0,0,2,1,3,1,8,Typ,1,Attchd,1998,2,541,Y,192,84,0,0,0,0,NA,0,7,2008,WD,Normal,222500
734,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1961,1983,CBlock,No,864,GasA,Y,SBrkr,1144,1,0,1,0,3,1,6,Typ,1,Attchd,1961,1,264,Y,165,0,0,0,0,0,Shed,400,3,2009,WD,Normal,131400
735,RL,NA,8978,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1968,1968,PConc,No,948,GasA,Y,SBrkr,948,0,0,1,0,3,1,6,Typ,0,Attchd,1968,1,300,Y,147,0,0,0,0,0,NA,0,5,2007,WD,Family,108000
736,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,1914,1970,BrkTil,Mn,880,GasW,N,SBrkr,1768,0,0,1,1,2,1,6,Typ,2,Detchd,1914,2,320,N,0,341,0,0,0,0,NA,0,10,2006,WD,Normal,163000
737,RL,60,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,1950,1950,CBlock,NA,0,GasA,N,FuseF,1040,0,0,2,0,2,2,6,Typ,0,Detchd,1949,2,400,Y,0,0,0,0,0,0,NA,0,7,2006,WD,Normal,93500
738,RL,72,10463,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2005,2005,PConc,No,893,GasA,Y,SBrkr,1801,0,0,2,1,3,1,8,Typ,1,Attchd,2005,3,800,Y,0,116,0,0,0,0,NA,0,6,2006,WD,Normal,239900
739,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,1987,1988,CBlock,Gd,1200,GasA,Y,SBrkr,1200,3,0,3,0,3,1,5,Typ,0,NA,NA,0,0,Y,120,0,0,0,0,0,NA,0,3,2009,WD,Alloca,179000
740,RL,65,9313,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2004,2004,PConc,No,864,GasA,Y,SBrkr,1728,0,0,2,1,3,1,7,Typ,0,Attchd,2004,2,572,Y,187,56,0,0,0,0,NA,0,4,2009,WD,Normal,190000
741,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,1910,2002,BrkTil,No,264,GasA,Y,SBrkr,1432,0,0,2,0,2,1,7,Typ,0,Detchd,1910,2,360,Y,270,0,112,0,0,0,NA,0,5,2007,WD,Abnorml,132000
742,RL,65,6768,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1961,1996,CBlock,Mn,912,GasA,Y,SBrkr,912,1,1,1,0,3,1,5,Typ,0,Detchd,1962,1,288,Y,168,0,0,0,0,0,NA,0,5,2008,WD,Normal,142000
743,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,2000,2001,PConc,No,1349,GasA,Y,SBrkr,1349,0,0,2,0,3,1,6,Typ,0,Attchd,2000,2,539,Y,120,55,0,0,0,0,NA,0,12,2007,WD,Normal,179000
744,RL,70,12886,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,1963,1999,CBlock,Av,520,GasA,Y,SBrkr,1464,0,1,2,0,3,1,6,Min2,1,Attchd,1997,2,480,Y,302,0,0,0,100,0,NA,0,10,2009,WD,Normal,175000
745,RL,41,5395,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,1993,1993,PConc,No,1337,GasA,Y,SBrkr,1337,1,0,2,0,2,1,5,Typ,1,Attchd,1993,2,462,Y,96,0,70,168,0,0,NA,0,10,2008,WD,Normal,180000
746,RL,NA,8963,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1976,1996,CBlock,No,1142,GasA,Y,SBrkr,2715,0,1,3,1,4,1,11,Typ,2,BuiltIn,1994,2,831,Y,0,204,0,0,0,0,NA,0,7,2008,WD,Normal,299800
747,RL,NA,8795,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2000,2000,PConc,No,952,GasA,Y,SBrkr,2256,0,0,2,1,4,1,8,Typ,1,BuiltIn,2000,2,554,Y,224,54,0,0,0,0,NA,0,4,2009,WD,Normal,236000
748,RM,65,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,1880,2003,Stone,No,1240,GasW,N,SBrkr,2640,0,0,1,1,4,1,8,Typ,1,Detchd,1950,4,864,N,181,0,386,0,0,0,NA,0,5,2009,WD,Normal,265979
749,RL,59,10593,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,1996,1996,PConc,No,1720,GasA,Y,SBrkr,1720,1,0,2,0,3,1,7,Typ,1,Attchd,1996,2,527,Y,240,56,154,0,0,0,NA,0,3,2010,WD,Normal,260400
750,RL,50,8405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1945,1950,Slab,NA,0,Wall,N,FuseF,1529,0,0,2,0,4,1,9,Mod,0,Detchd,1945,1,240,N,92,0,185,0,0,0,NA,0,4,2009,WD,Normal,98000
751,RM,55,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,1910,2004,BrkTil,No,576,GasA,Y,SBrkr,1140,0,0,1,0,3,1,7,Min2,0,NA,NA,0,0,N,0,160,0,0,0,0,NA,0,6,2010,WD,Normal,96500
752,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,2003,2003,PConc,No,660,GasA,Y,SBrkr,1320,0,0,2,1,3,1,6,Typ,0,Attchd,2003,2,400,Y,0,48,0,0,0,0,NA,0,8,2007,WD,Normal,162000
753,RL,79,9236,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1997,1997,PConc,Gd,1479,GasA,Y,SBrkr,1494,1,0,2,0,3,1,6,Typ,0,Attchd,1997,2,576,Y,168,27,0,0,0,0,NA,0,7,2006,WD,Normal,217000
754,RL,80,10240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2005,2005,PConc,Mn,1030,GasA,Y,SBrkr,2098,0,0,2,1,3,1,8,Typ,1,Attchd,2005,3,878,Y,192,52,0,0,0,0,NA,0,3,2006,WD,Normal,275500
755,RL,61,7930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1969,2005,CBlock,No,1026,GasA,Y,SBrkr,1026,1,0,1,0,3,1,5,Typ,0,Detchd,1969,2,440,Y,171,48,0,0,0,0,NA,0,7,2009,WD,Normal,156000
756,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,1999,1999,PConc,No,729,GasA,Y,SBrkr,1471,0,0,2,1,3,1,6,Typ,0,Detchd,1999,2,440,Y,0,24,0,0,0,0,NA,0,3,2009,WD,Normal,172500
757,RL,68,10769,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2007,2007,PConc,Av,866,GasA,Y,SBrkr,1768,0,0,2,1,3,1,7,Typ,0,Attchd,2007,2,578,Y,144,105,0,0,0,0,NA,0,4,2009,WD,Normal,212000
758,RL,NA,11616,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,1978,1978,CBlock,Mn,672,GasA,Y,SBrkr,1386,0,0,2,1,3,1,6,Typ,1,Attchd,1978,2,440,Y,335,0,0,0,0,0,NA,0,4,2010,WD,Abnorml,158900
759,FV,24,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,1999,1999,PConc,No,744,GasA,Y,SBrkr,1501,0,0,2,1,3,1,6,Typ,0,Detchd,1999,2,440,Y,0,0,0,0,0,0,NA,0,8,2008,WD,Normal,179400
760,RL,65,12257,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1995,1995,PConc,Av,1318,GasA,Y,SBrkr,2531,0,0,2,1,4,1,9,Typ,1,Attchd,1995,3,752,Y,222,98,0,0,0,0,NA,0,11,2007,WD,Normal,290000
761,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1959,1959,CBlock,No,864,GasA,Y,SBrkr,864,0,0,1,0,2,1,5,Typ,0,Detchd,2008,1,300,Y,0,0,0,0,0,0,Shed,450,10,2009,WD,Normal,127500
762,RM,60,6911,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,1924,1950,PConc,Mn,1145,GasA,Y,SBrkr,1301,0,0,1,0,2,1,5,Min1,0,Detchd,1965,2,440,Y,0,0,0,0,0,0,NA,0,10,2009,WD,Normal,100000
763,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2009,2009,PConc,Mn,756,GasA,Y,SBrkr,1547,0,0,2,1,3,1,7,Typ,0,Attchd,2009,2,614,Y,169,45,0,0,0,0,NA,0,6,2010,Con,Normal,215200
764,RL,82,9430,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1999,1999,PConc,Mn,1252,GasA,Y,SBrkr,2365,1,0,2,1,3,1,8,Typ,1,Attchd,1999,3,856,Y,0,128,0,0,180,0,NA,0,7,2009,WD,Normal,337000
765,RL,30,9549,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,1995,1996,PConc,Av,1494,GasA,Y,SBrkr,1494,1,0,1,1,2,1,6,Typ,1,Attchd,1995,2,481,Y,0,30,0,0,216,0,NA,0,4,2006,WD,Normal,270000
766,RL,75,14587,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2008,2008,PConc,No,1498,GasA,Y,SBrkr,1506,0,0,2,0,2,1,6,Typ,1,Attchd,2008,2,592,Y,0,174,0,0,0,0,NA,0,8,2008,New,Partial,264132
767,RL,80,10421,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1988,1988,CBlock,No,980,GasA,Y,SBrkr,1714,0,0,2,1,3,1,7,Typ,1,Attchd,1988,2,496,Y,228,66,156,0,0,0,Shed,500,3,2010,WD,Normal,196500
768,RL,75,12508,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,1940,1985,CBlock,Mn,983,GasA,Y,SBrkr,1750,1,0,2,0,4,1,7,Mod,0,Attchd,1989,1,423,Y,245,0,156,0,0,0,Shed,1300,7,2008,WD,Normal,160000
769,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2004,2005,PConc,No,1860,GasA,Y,SBrkr,1836,0,0,2,0,3,1,8,Typ,1,Attchd,2004,2,484,Y,120,33,0,0,0,0,NA,0,10,2006,WD,Normal,216837
770,RL,47,53504,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,2003,2003,PConc,Gd,1650,GasA,Y,SBrkr,3279,1,0,3,1,4,1,12,Mod,1,BuiltIn,2003,3,841,Y,503,36,0,0,210,0,NA,0,6,2010,WD,Normal,538000
771,RL,NA,7252,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,1982,1982,CBlock,Av,858,GasA,Y,SBrkr,858,1,0,1,0,2,1,5,Typ,0,Detchd,1983,2,576,Y,120,0,0,0,0,0,NA,0,4,2009,WD,Normal,134900
772,RL,67,8877,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1951,1951,CBlock,No,836,GasA,Y,FuseF,1220,0,0,1,0,2,1,6,Typ,0,Detchd,1951,2,396,Y,0,0,0,0,0,0,NA,0,4,2006,COD,Normal,102000
773,RL,94,7819,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,1976,1976,CBlock,Av,1029,GasA,Y,SBrkr,1117,1,0,1,0,3,1,6,Typ,1,Detchd,1976,2,672,Y,144,0,0,0,0,0,NA,0,3,2010,WD,Abnorml,107000
774,RL,70,10150,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,1958,1958,CBlock,No,912,GasA,Y,FuseA,912,0,0,1,0,2,1,5,Typ,0,Attchd,1958,1,275,Y,0,0,0,0,0,0,NA,0,7,2007,COD,Normal,114500
775,RL,110,14226,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2006,2006,PConc,Av,1935,GasA,Y,SBrkr,1973,0,0,2,0,3,1,9,Typ,1,Attchd,2006,3,895,Y,315,45,0,0,0,0,NA,0,7,2007,New,Partial,395000
776,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,1998,1998,PConc,No,1204,GasA,Y,SBrkr,1204,1,0,2,0,2,1,5,Typ,0,Attchd,1998,2,412,Y,0,247,0,0,0,0,NA,0,6,2009,WD,Normal,162000
777,RL,86,11210,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2005,2006,PConc,Av,1614,GasA,Y,SBrkr,1614,0,0,2,0,3,1,7,Typ,0,Attchd,2005,3,865,Y,144,59,0,0,0,0,NA,0,7,2006,New,Partial,221500
778,RL,100,13350,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1974,1974,CBlock,No,864,GasA,Y,SBrkr,894,1,0,1,0,3,1,5,Typ,1,Attchd,1974,2,440,Y,241,0,0,0,0,0,NA,0,6,2006,WD,Normal,142500
779,RH,60,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,1977,1977,Slab,NA,0,GasA,Y,SBrkr,2020,0,0,2,0,4,2,10,Typ,2,Detchd,1977,2,630,Y,0,0,0,0,0,0,NA,0,10,2007,WD,Normal,144000
780,RL,78,10530,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,1977,1977,CBlock,Gd,975,GasA,Y,SBrkr,1004,1,0,1,0,2,1,4,Typ,0,Attchd,1977,2,504,Y,0,0,0,0,0,0,NA,0,5,2006,WD,Normal,135000
781,RL,63,7875,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,1995,1996,PConc,No,1237,GasA,Y,SBrkr,1253,0,0,2,0,3,1,6,Typ,1,Attchd,1995,2,402,Y,220,21,0,0,0,0,NA,0,6,2007,WD,Normal,176000
782,RL,65,7153,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1992,1992,PConc,No,761,GasA,Y,SBrkr,1603,0,0,2,1,3,1,7,Typ,0,Attchd,1992,2,484,Y,0,124,0,0,0,0,NA,0,7,2006,WD,Normal,175900
783,RL,67,16285,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2001,2002,PConc,No,1413,GasA,Y,SBrkr,1430,0,0,2,0,3,1,6,Typ,0,Attchd,2001,2,605,Y,0,33,0,0,0,0,NA,0,6,2009,WD,Normal,187100
784,RL,NA,9101,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,1978,1978,PConc,Av,1097,GasA,Y,SBrkr,1110,1,0,1,0,1,1,4,Typ,1,Attchd,1978,2,602,Y,303,30,0,0,0,0,NA,0,7,2009,WD,Normal,165500
785,RM,35,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,1914,2001,CBlock,No,742,GasA,Y,SBrkr,1484,0,0,2,0,3,1,9,Typ,1,NA,NA,0,0,Y,0,291,134,0,0,0,NA,0,6,2008,WD,Normal,128000
786,RL,NA,9790,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,1967,1967,CBlock,No,1372,GasA,Y,SBrkr,1342,0,0,2,0,3,1,7,Typ,1,Attchd,1967,2,457,Y,0,0,0,0,197,0,NA,0,9,2009,WD,Normal,161500
787,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,1915,1950,PConc,No,686,GasA,Y,SBrkr,1652,1,0,2,0,4,1,7,Typ,0,Detchd,1961,1,416,Y,0,0,196,0,0,0,Shed,1200,6,2010,WD,Normal,139000
788,RL,76,10142,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,2004,2004,PConc,No,956,GasA,Y,SBrkr,2084,1,0,2,1,4,1,8,Typ,0,BuiltIn,2004,2,618,Y,0,45,0,0,0,0,NA,0,1,2010,WD,Normal,233000
789,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,1954,2000,CBlock,No,901,GasA,Y,SBrkr,901,0,0,1,0,2,1,4,Typ,0,Detchd,1954,1,281,Y,0,0,0,0,0,0,NA,0,8,2008,WD,Normal,107900
790,RL,NA,12205,Pave,NA,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,1966,2007,CBlock,Gd,832,GasA,Y,SBrkr,2087,0,0,2,1,5,1,9,Typ,0,Attchd,1966,2,444,Y,133,168,0,0,0,0,NA,0,7,2007,WD,Normal,187500
791,RL,43,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,2005,2006,PConc,No,1145,GasA,Y,SBrkr,1145,0,0,2,0,2,1,5,Typ,1,Attchd,2005,2,397,Y,100,16,0,0,0,0,NA,0,9,2009,WD,Normal,160200
792,RL,NA,11333,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,1976,1976,PConc,Av,1029,GasA,Y,SBrkr,1062,1,0,1,0,3,1,5,Typ,2,Attchd,1976,2,539,Y,120,0,0,0,0,0,NA,0,5,2007,WD,Normal,146800
793,RL,92,9920,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1996,1997,PConc,Av,1117,GasA,Y,SBrkr,2013,1,0,2,1,3,1,8,Typ,1,Attchd,1997,2,455,Y,180,130,0,0,0,0,NA,0,6,2007,WD,Normal,269790
